11/28/18,11:25,0,00
12/04/18,20:28,0,01
12/04/18,20:29,0,01
12/04/18,20:33,0,01
12/04/18,20:34,0,01
12/04/18,20:36,0,01
12/04/18,20:40,0,01
12/04/18,20:43,0,02
12/04/18,20:46,0,01
12/11/18,12:39,0,02
12/11/18,12:40,0,03
12/11/18,12:41,0,03
12/11/18,12:42,0,05
12/11/18,12:43,0,03
12/11/18,12:44,0,03
12/11/18,12:45,0,03
12/11/18,12:46,0,02
12/11/18,12:47,0,02
12/11/18,12:48,0,02
12/11/18,12:49,0,03
12/11/18,12:50,0,02
12/11/18,12:51,0,04
12/11/18,12:52,0,04
12/11/18,12:53,0,07
12/11/18,12:54,0,09
12/11/18,12:55,0,05
12/11/18,12:56,0,03
12/11/18,12:57,0,05
12/11/18,12:58,0,03
12/11/18,12:59,0,02
12/11/18,13:00,0,02
12/11/18,13:01,0,01
12/11/18,13:02,0,01
12/11/18,13:03,0,04
12/11/18,13:04,0,02
12/11/18,13:05,0,02
12/11/18,13:06,0,02
12/11/18,13:07,0,01
12/11/18,13:08,0,01
12/11/18,13:09,0,01
12/11/18,13:10,0,01
12/11/18,13:11,0,02
12/11/18,13:13,0,01
12/11/18,13:19,0,01
12/11/18,15:20,0,01
12/11/18,18:58,0,01
12/11/18,18:59,0,01
12/11/18,19:00,0,02
12/11/18,19:01,0,02
12/11/18,19:02,0,01
12/11/18,19:03,0,01
12/11/18,19:05,0,01
12/11/18,19:11,0,01
12/11/18,19:15,0,01
12/11/18,19:20,0,01
12/11/18,19:24,0,01
12/11/18,19:39,0,01
12/11/18,19:52,0,01
12/11/18,20:16,0,01
12/11/18,20:30,0,01
12/11/18,20:41,0,01
12/11/18,20:47,0,01
12/11/18,20:51,0,01
12/11/18,20:55,0,01
12/11/18,20:58,0,01
12/11/18,21:00,0,01
12/11/18,21:07,0,01
12/11/18,21:18,0,01
12/12/18,02:21,0,01
12/12/18,02:42,0,01
12/12/18,02:49,0,01
12/12/18,02:55,0,01
12/12/18,03:07,0,01
12/12/18,03:34,0,01
12/14/18,05:29,0,01
12/14/18,05:30,0,02
12/14/18,05:32,0,01
12/14/18,05:33,0,03
12/14/18,05:34,0,03
12/14/18,05:35,0,04
12/14/18,05:36,0,03
12/14/18,05:37,0,05
12/14/18,05:38,0,07
12/14/18,05:39,0,09
12/14/18,05:40,0,09
12/14/18,05:41,0,10
12/14/18,05:42,0,10
12/14/18,05:43,0,08
12/14/18,05:44,0,07
12/14/18,05:45,0,07
12/14/18,05:46,0,06
12/14/18,05:47,0,05
12/14/18,05:48,0,04
12/14/18,05:49,0,05
12/14/18,05:50,0,04
12/14/18,05:51,0,04
12/14/18,05:52,0,04
12/14/18,05:53,0,04
12/14/18,05:54,0,04
12/14/18,05:55,0,03
12/14/18,05:56,0,05
12/14/18,05:57,0,04
12/14/18,05:58,0,04
12/14/18,05:59,0,04
12/14/18,06:00,0,02
12/14/18,06:01,0,02
12/14/18,06:02,0,01
12/14/18,06:03,0,01
12/14/18,06:04,0,01
12/14/18,06:05,0,02
12/14/18,06:06,0,01
12/14/18,06:07,0,01
12/14/18,06:08,0,01
12/14/18,06:09,0,01
12/14/18,06:11,0,01
12/14/18,06:13,0,01
12/14/18,06:14,0,01
12/14/18,06:15,0,01
12/14/18,06:17,0,01
12/14/18,06:21,0,01
12/14/18,06:26,0,01
12/14/18,06:30,0,01
12/14/18,06:34,0,01
12/14/18,06:38,0,01
12/14/18,06:40,0,01
12/14/18,06:41,0,01
12/14/18,06:42,0,01
