05/28/20,12:35,0.00
06/05/20,06:22,0.01
06/05/20,06:58,0.01
06/05/20,07:04,0.01
06/05/20,07:08,0.01
06/05/20,07:11,0.01
06/05/20,07:12,0.01
06/05/20,07:14,0.01
06/05/20,07:15,0.02
06/05/20,07:16,0.04
06/05/20,07:17,0.01
06/18/20,03:20,0.01
06/18/20,03:21,0.01
06/18/20,03:22,0.01
06/18/20,03:23,0.02
06/18/20,03:24,0.04
06/18/20,03:25,0.03
06/18/20,03:26,0.02
06/18/20,03:27,0.04
06/18/20,03:28,0.08
06/18/20,03:29,0.05
06/18/20,03:30,0.03
06/18/20,03:31,0.02
06/18/20,03:32,0.02
06/18/20,03:33,0.02
06/18/20,03:34,0.02
06/18/20,03:35,0.01
06/18/20,03:36,0.01
06/18/20,03:37,0.02
06/18/20,03:38,0.02
06/18/20,03:39,0.01
06/18/20,03:41,0.01
06/18/20,03:43,0.01
06/18/20,03:45,0.01
06/18/20,03:46,0.01
06/18/20,03:48,0.01
06/18/20,03:50,0.01
06/18/20,03:55,0.01
06/18/20,04:08,0.01
06/18/20,04:14,0.01
06/18/20,04:19,0.01
06/18/20,04:22,0.01
06/18/20,04:25,0.01
06/18/20,04:27,0.01
06/18/20,04:28,0.04
06/18/20,04:29,0.04
06/18/20,04:30,0.03
06/18/20,04:31,0.01
06/18/20,04:32,0.01
06/18/20,04:33,0.01
06/18/20,04:34,0.02
06/18/20,04:35,0.01
06/18/20,04:37,0.01
06/18/20,04:38,0.01
06/18/20,04:39,0.01
06/18/20,04:40,0.01
06/18/20,04:42,0.01
06/18/20,04:45,0.01
06/18/20,04:47,0.01
06/18/20,04:48,0.01
06/18/20,04:53,0.01
06/18/20,04:59,0.01
06/18/20,05:13,0.01
06/18/20,06:09,0.01
06/21/20,03:32,0.01
06/21/20,07:40,0.01
06/21/20,07:41,0.01
06/21/20,07:47,0.01
06/22/20,14:47,0.01
06/22/20,15:03,0.01
06/22/20,15:33,0.01
06/22/20,15:35,0.01
06/22/20,15:38,0.01
06/22/20,15:44,0.01
06/22/20,15:46,0.01
06/22/20,15:49,0.01
06/22/20,15:54,0.01
06/22/20,15:56,0.01
06/22/20,16:00,0.01
06/22/20,16:59,0.02
06/22/20,17:04,0.01
06/22/20,17:05,0.01
06/22/20,17:06,0.01
06/22/20,17:07,0.01
06/22/20,17:08,0.01
06/22/20,17:10,0.02
06/22/20,17:11,0.01
06/22/20,17:12,0.01
06/22/20,17:13,0.01
06/22/20,17:15,0.01
06/22/20,17:16,0.01
06/22/20,17:19,0.01
06/22/20,17:20,0.01
06/22/20,17:21,0.01
06/22/20,17:22,0.01
06/22/20,17:23,0.01
06/22/20,17:24,0.01
06/22/20,17:26,0.01
06/22/20,17:32,0.01
06/22/20,17:38,0.01
06/22/20,17:44,0.01
06/22/20,17:51,0.01
06/24/20,03:34,0.02
06/24/20,04:42,0.01
06/25/20,02:37,0.01
06/25/20,03:09,0.01
06/25/20,03:32,0.01
06/25/20,03:46,0.01
06/25/20,04:04,0.01
06/25/20,04:40,0.01
06/25/20,09:15,0.01
06/29/20,13:54,0.01
06/29/20,13:55,0.01
06/29/20,13:56,0.01
06/29/20,13:58,0.01
06/29/20,13:59,0.01
06/29/20,14:01,0.01
06/29/20,14:07,0.01
06/29/20,14:12,0.01
06/29/20,14:57,0.01
06/29/20,15:18,0.01
06/29/20,15:48,0.01
06/29/20,16:22,0.01
06/29/20,16:49,0.01
06/29/20,17:09,0.01
06/29/20,17:28,0.01
06/29/20,17:42,0.01
06/29/20,18:12,0.01
06/29/20,18:37,0.01
06/29/20,18:43,0.01
06/29/20,19:01,0.01
06/29/20,20:37,0.01
06/29/20,22:28,0.01
06/29/20,23:52,0.01
06/30/20,02:55,0.01
06/30/20,04:50,0.01
06/30/20,22:27,0.01
06/30/20,22:43,0.01
06/30/20,23:22,0.01
07/08/20,02:03,0.01
07/08/20,02:06,0.01
07/08/20,02:08,0.01
07/08/20,02:09,0.01
07/08/20,02:12,0.01
07/08/20,02:18,0.01
07/08/20,02:24,0.01
07/08/20,02:29,0.01
07/08/20,02:32,0.01
07/08/20,02:35,0.01
07/08/20,02:37,0.01
07/08/20,02:41,0.01
07/08/20,02:44,0.01
07/08/20,02:48,0.01
07/08/20,02:51,0.01
07/08/20,02:54,0.01
07/08/20,02:55,0.01
07/08/20,02:58,0.01
07/08/20,03:00,0.01
07/08/20,03:04,0.01
07/08/20,03:10,0.01
07/08/20,03:21,0.01
07/08/20,03:38,0.01
07/08/20,05:43,0.01
07/08/20,05:49,0.01
07/08/20,05:54,0.01
07/08/20,06:04,0.01
07/08/20,07:20,0.01
07/23/20,19:04,0.01
07/23/20,23:58,0.01
07/24/20,06:52,0.01
07/24/20,07:10,0.01
07/24/20,07:22,0.01
07/24/20,07:38,0.01
07/24/20,07:58,0.01
07/24/20,08:23,0.01
07/24/20,08:32,0.01
07/24/20,08:57,0.01
07/24/20,13:13,0.01
08/08/20,00:09,0.01
08/08/20,00:21,0.01
08/08/20,02:23,0.01
08/12/20,15:21,0.00
