08/14/18,09:14,0,00
08/19/18,01:35,0,01
08/19/18,01:36,0,01
08/19/18,01:43,0,01
08/19/18,01:47,0,01
08/19/18,01:48,0,01
08/19/18,01:51,0,01
08/19/18,01:53,0,01
08/19/18,01:55,0,01
08/19/18,01:56,0,01
08/19/18,01:58,0,01
08/19/18,02:05,0,01
08/19/18,02:28,0,01
08/19/18,02:32,0,01
08/19/18,02:40,0,01
08/19/18,02:45,0,01
08/19/18,02:48,0,01
08/19/18,02:50,0,01
08/19/18,02:55,0,01
08/19/18,02:58,0,01
08/19/18,03:09,0,01
08/19/18,03:17,0,01
08/19/18,03:19,0,01
08/19/18,03:20,0,01
08/19/18,03:21,0,01
08/19/18,03:22,0,01
08/19/18,03:23,0,01
08/19/18,03:30,0,01
08/19/18,05:24,0,01
08/19/18,05:26,0,01
08/19/18,05:28,0,01
08/19/18,05:29,0,01
08/19/18,05:30,0,01
08/19/18,05:32,0,01
08/19/18,05:36,0,01
08/19/18,06:08,0,01
08/19/18,06:30,0,01
08/19/18,06:33,0,01
08/19/18,06:35,0,01
08/19/18,06:36,0,01
08/19/18,06:39,0,01
08/19/18,06:41,0,01
08/19/18,06:43,0,01
08/19/18,06:44,0,01
08/19/18,06:45,0,01
08/19/18,06:46,0,01
08/19/18,06:47,0,01
08/19/18,06:48,0,01
08/19/18,06:49,0,01
08/19/18,06:50,0,01
08/19/18,06:51,0,01
08/19/18,06:52,0,01
08/19/18,06:54,0,01
08/19/18,06:55,0,01
08/19/18,06:57,0,01
08/19/18,06:59,0,01
08/19/18,07:02,0,01
08/19/18,07:04,0,01
08/19/18,07:07,0,01
08/19/18,07:08,0,01
08/19/18,07:10,0,01
08/19/18,07:11,0,01
08/19/18,07:13,0,01
08/19/18,07:15,0,01
08/19/18,07:17,0,01
08/19/18,07:19,0,01
08/19/18,07:21,0,01
08/19/18,07:23,0,01
08/19/18,07:24,0,01
08/19/18,07:26,0,01
08/19/18,07:27,0,01
08/19/18,07:29,0,01
08/19/18,07:30,0,01
08/19/18,07:32,0,01
08/19/18,07:33,0,01
08/19/18,07:34,0,01
08/19/18,07:35,0,01
08/19/18,07:36,0,01
08/19/18,07:37,0,01
08/19/18,07:39,0,01
08/19/18,07:41,0,01
08/19/18,07:42,0,01
08/19/18,07:44,0,01
08/19/18,07:45,0,01
08/19/18,07:47,0,01
08/19/18,07:49,0,01
08/19/18,07:52,0,01
08/19/18,07:53,0,01
08/19/18,07:55,0,01
08/19/18,07:56,0,01
08/19/18,07:58,0,01
08/19/18,07:59,0,01
08/19/18,08:01,0,01
08/19/18,08:02,0,01
08/19/18,08:05,0,01
08/19/18,08:08,0,01
08/19/18,08:12,0,01
08/19/18,08:17,0,01
08/19/18,08:28,0,01
08/19/18,08:41,0,01
08/19/18,08:51,0,01
08/19/18,08:54,0,01
08/19/18,08:58,0,01
08/19/18,09:02,0,01
08/19/18,09:06,0,01
08/19/18,09:08,0,01
08/19/18,09:09,0,01
08/19/18,09:11,0,01
08/19/18,09:14,0,01
08/19/18,09:17,0,01
08/19/18,09:25,0,01
08/19/18,10:08,0,01
08/19/18,10:17,0,01
08/19/18,10:30,0,01
08/19/18,10:38,0,01
08/19/18,10:40,0,01
08/19/18,10:44,0,01
08/19/18,10:55,0,01
08/24/18,19:09,0,01
08/24/18,20:05,0,01
08/29/18,10:38,0,01
08/29/18,12:26,0,01
08/29/18,12:27,0,02
08/29/18,12:28,0,03
08/29/18,12:29,0,01
08/29/18,12:39,0,01
08/29/18,19:31,0,01
08/29/18,20:17,0,01
08/29/18,21:25,0,01
08/29/18,21:57,0,01
08/29/18,22:13,0,01
08/29/18,22:24,0,01
08/29/18,22:26,0,01
08/29/18,22:31,0,01
08/29/18,22:39,0,01
08/29/18,22:47,0,01
08/29/18,22:59,0,01
08/29/18,23:01,0,02
08/29/18,23:02,0,02
08/29/18,23:03,0,02
08/29/18,23:04,0,02
08/29/18,23:06,0,01
08/29/18,23:51,0,01
08/30/18,02:17,0,01
08/30/18,03:09,0,02
08/30/18,03:10,0,01
08/30/18,03:11,0,03
08/30/18,03:12,0,02
08/30/18,03:13,0,02
08/30/18,03:14,0,01
08/30/18,03:20,0,01
08/30/18,04:27,0,01
08/30/18,04:29,0,01
08/30/18,04:30,0,01
08/30/18,06:06,0,01
08/30/18,08:47,0,01
08/30/18,10:41,0,01
08/30/18,10:45,0,01
08/30/18,10:46,0,01
08/30/18,10:47,0,01
08/30/18,10:48,0,02
08/30/18,10:49,0,02
08/30/18,10:50,0,03
08/30/18,10:51,0,04
08/30/18,10:52,0,02
08/30/18,10:53,0,01
08/30/18,10:54,0,02
08/30/18,10:58,0,01
08/30/18,11:01,0,03
08/30/18,11:02,0,01
08/30/18,11:12,0,01
08/30/18,11:14,0,01
